IPTV-1,#genre#
CCTV8,http://221.226.51.220:50081/newlive/live/hls/9/live.m3u8
CCTV9,http://221.226.51.220:50081/newlive/live/hls/10/live.m3u8
CCTV10,http://221.226.51.220:50081/newlive/live/hls/11/live.m3u8
CCTV11,http://221.226.51.220:50081/newlive/live/hls/12/live.m3u8
CCTV12,http://221.226.51.220:50081/newlive/live/hls/13/live.m3u8
CCTV13,http://221.226.51.220:50081/newlive/live/hls/14/live.m3u8
CCTV14,http://221.226.51.220:50081/newlive/live/hls/15/live.m3u8
CCTV15,http://221.226.51.220:50081/newlive/live/hls/16/live.m3u8
CCTV16,http://221.226.51.220:50081/newlive/live/hls/17/live.m3u8
东南卫视,http://221.226.51.220:50081/newlive/live/hls/20/live.m3u8
东方卫视,http://221.226.51.220:50081/newlive/live/hls/29/live.m3u8
厦门卫视,http://221.226.51.220:50081/newlive/live/hls/28/live.m3u8
安徽卫视,http://221.226.51.220:50081/newlive/live/hls/40/live.m3u8
山东卫视,http://221.226.51.220:50081/newlive/live/hls/35/live.m3u8
广东卫视,http://221.226.51.220:50081/newlive/live/hls/34/live.m3u8
江苏卫视,http://221.226.51.220:50081/newlive/live/hls/31/live.m3u8
河北卫视,http://221.226.51.220:50081/newlive/live/hls/33/live.m3u8
浙江卫视,http://221.226.51.220:50081/newlive/live/hls/32/live.m3u8
海峡卫视,http://221.226.51.220:50081/newlive/live/hls/27/live.m3u8
深圳卫视,http://221.226.51.220:50081/newlive/live/hls/37/live.m3u8
湖北卫视,http://221.226.51.220:50081/newlive/live/hls/36/live.m3u8
湖南卫视,http://221.226.51.220:50081/newlive/live/hls/30/live.m3u8
贵州卫视,http://221.226.51.220:50081/newlive/live/hls/39/live.m3u8
黑龙江卫视,http://221.226.51.220:50081/newlive/live/hls/38/live.m3u8
CGTN,http://221.226.51.220:50081/newlive/live/hls/18/live.m3u8
福建乡村振兴,http://221.226.51.220:50081/newlive/live/hls/21/live.m3u8
福建少儿,http://221.226.51.220:50081/newlive/live/hls/26/live.m3u8
福建新闻,http://221.226.51.220:50081/newlive/live/hls/22/live.m3u8
福建旅游,http://221.226.51.220:50081/newlive/live/hls/24/live.m3u8
福建电视剧,http://221.226.51.220:50081/newlive/live/hls/23/live.m3u8
福建经济生活,http://221.226.51.220:50081/newlive/live/hls/25/live.m3u8
福建综合,http://221.226.51.220:50081/newlive/live/hls/19/live.m3u8

IPTV-9,#genre#
2,http://120.209.208.163:9003/hls/2/index.m3u8
3,http://120.209.208.163:9003/hls/3/index.m3u8
4,http://120.209.208.163:9003/hls/4/index.m3u8

IPTV-10,#genre#
CCTV1,http://123.60.109.71:1787/newlive/live/hls/1/live.m3u8
CCTV1,http://123.60.109.71:1929/newlive/live/hls/1/live.m3u8
CCTV2,http://123.60.109.71:1787/newlive/live/hls/2/live.m3u8
CCTV2,http://123.60.109.71:1929/newlive/live/hls/2/live.m3u8
CCTV3,http://123.60.109.71:1787/newlive/live/hls/3/live.m3u8
CCTV3,http://123.60.109.71:1929/newlive/live/hls/3/live.m3u8
CCTV4,http://123.60.109.71:1787/newlive/live/hls/4/live.m3u8
CCTV4,http://123.60.109.71:1929/newlive/live/hls/4/live.m3u8
CCTV5,http://123.60.109.71:1787/newlive/live/hls/5/live.m3u8
CCTV5,http://123.60.109.71:1929/newlive/live/hls/5/live.m3u8
CCTV5+,http://123.60.109.71:1787/newlive/live/hls/6/live.m3u8
CCTV5+,http://123.60.109.71:1929/newlive/live/hls/6/live.m3u8
CCTV6,http://123.60.109.71:1787/newlive/live/hls/7/live.m3u8
CCTV6,http://123.60.109.71:1929/newlive/live/hls/7/live.m3u8
CCTV7,http://123.60.109.71:1787/newlive/live/hls/8/live.m3u8
CCTV7,http://123.60.109.71:1929/newlive/live/hls/8/live.m3u8
CCTV8,http://123.60.109.71:1787/newlive/live/hls/9/live.m3u8
CCTV8,http://123.60.109.71:1929/newlive/live/hls/9/live.m3u8
CCTV9,http://123.60.109.71:1787/newlive/live/hls/10/live.m3u8
CCTV9,http://123.60.109.71:1929/newlive/live/hls/10/live.m3u8
CCTV10,http://123.60.109.71:1787/newlive/live/hls/11/live.m3u8
CCTV10,http://123.60.109.71:1929/newlive/live/hls/11/live.m3u8
CCTV11,http://123.60.109.71:1787/newlive/live/hls/12/live.m3u8
CCTV11,http://123.60.109.71:1929/newlive/live/hls/12/live.m3u8
CCTV12,http://123.60.109.71:1787/newlive/live/hls/13/live.m3u8
CCTV12,http://123.60.109.71:1929/newlive/live/hls/13/live.m3u8
CCTV13,http://123.60.109.71:1787/newlive/live/hls/14/live.m3u8
CCTV13,http://123.60.109.71:1929/newlive/live/hls/14/live.m3u8
CCTV14,http://123.60.109.71:1787/newlive/live/hls/15/live.m3u8
CCTV14,http://123.60.109.71:1929/newlive/live/hls/15/live.m3u8
CCTV15,http://123.60.109.71:1787/newlive/live/hls/16/live.m3u8
CCTV15,http://123.60.109.71:1929/newlive/live/hls/16/live.m3u8
CCTV16,http://123.60.109.71:1787/newlive/live/hls/17/live.m3u8
CCTV16,http://123.60.109.71:1929/newlive/live/hls/17/live.m3u8
东南卫视,http://123.60.109.71:1787/newlive/live/hls/20/live.m3u8
东南卫视,http://123.60.109.71:1929/newlive/live/hls/20/live.m3u8
东方卫视,http://123.60.109.71:1787/newlive/live/hls/29/live.m3u8
东方卫视,http://123.60.109.71:1929/newlive/live/hls/29/live.m3u8
厦门卫视,http://123.60.109.71:1787/newlive/live/hls/28/live.m3u8
厦门卫视,http://123.60.109.71:1929/newlive/live/hls/28/live.m3u8
安徽卫视,http://123.60.109.71:1787/newlive/live/hls/40/live.m3u8
安徽卫视,http://123.60.109.71:1929/newlive/live/hls/40/live.m3u8
山东卫视,http://123.60.109.71:1787/newlive/live/hls/35/live.m3u8
山东卫视,http://123.60.109.71:1929/newlive/live/hls/35/live.m3u8
广东卫视,http://123.60.109.71:1787/newlive/live/hls/34/live.m3u8
广东卫视,http://123.60.109.71:1929/newlive/live/hls/34/live.m3u8
江苏卫视,http://123.60.109.71:1787/newlive/live/hls/31/live.m3u8
江苏卫视,http://123.60.109.71:1929/newlive/live/hls/31/live.m3u8
河北卫视,http://123.60.109.71:1787/newlive/live/hls/33/live.m3u8
河北卫视,http://123.60.109.71:1929/newlive/live/hls/33/live.m3u8
浙江卫视,http://123.60.109.71:1787/newlive/live/hls/32/live.m3u8
浙江卫视,http://123.60.109.71:1929/newlive/live/hls/32/live.m3u8
海峡卫视,http://123.60.109.71:1787/newlive/live/hls/27/live.m3u8
海峡卫视,http://123.60.109.71:1929/newlive/live/hls/27/live.m3u8
深圳卫视,http://123.60.109.71:1787/newlive/live/hls/37/live.m3u8
深圳卫视,http://123.60.109.71:1929/newlive/live/hls/37/live.m3u8
湖北卫视,http://123.60.109.71:1787/newlive/live/hls/36/live.m3u8
湖北卫视,http://123.60.109.71:1929/newlive/live/hls/36/live.m3u8
湖南卫视,http://123.60.109.71:1787/newlive/live/hls/30/live.m3u8
湖南卫视,http://123.60.109.71:1929/newlive/live/hls/30/live.m3u8
贵州卫视,http://123.60.109.71:1787/newlive/live/hls/39/live.m3u8
贵州卫视,http://123.60.109.71:1929/newlive/live/hls/39/live.m3u8
黑龙江卫视,http://123.60.109.71:1787/newlive/live/hls/38/live.m3u8
黑龙江卫视,http://123.60.109.71:1929/newlive/live/hls/38/live.m3u8
CGTN,http://123.60.109.71:1787/newlive/live/hls/18/live.m3u8
CGTN,http://123.60.109.71:1929/newlive/live/hls/18/live.m3u8
福建乡村振兴,http://123.60.109.71:1787/newlive/live/hls/21/live.m3u8
福建乡村振兴,http://123.60.109.71:1929/newlive/live/hls/21/live.m3u8
福建少儿,http://123.60.109.71:1787/newlive/live/hls/26/live.m3u8
福建少儿,http://123.60.109.71:1929/newlive/live/hls/26/live.m3u8
福建新闻,http://123.60.109.71:1787/newlive/live/hls/22/live.m3u8
福建新闻,http://123.60.109.71:1929/newlive/live/hls/22/live.m3u8
福建旅游,http://123.60.109.71:1787/newlive/live/hls/24/live.m3u8
福建旅游,http://123.60.109.71:1929/newlive/live/hls/24/live.m3u8
福建电视剧,http://123.60.109.71:1787/newlive/live/hls/23/live.m3u8
福建电视剧,http://123.60.109.71:1929/newlive/live/hls/23/live.m3u8
福建经济生活,http://123.60.109.71:1787/newlive/live/hls/25/live.m3u8
福建经济生活,http://123.60.109.71:1929/newlive/live/hls/25/live.m3u8
福建综合,http://123.60.109.71:1787/newlive/live/hls/19/live.m3u8
福建综合,http://123.60.109.71:1929/newlive/live/hls/19/live.m3u8
CCTV1,http://123.60.109.71:25205/newlive/live/hls/1/live.m3u8
CCTV2,http://123.60.109.71:25205/newlive/live/hls/2/live.m3u8
CCTV3,http://123.60.109.71:25205/newlive/live/hls/3/live.m3u8
CCTV4,http://123.60.109.71:25205/newlive/live/hls/4/live.m3u8
CCTV5,http://123.60.109.71:25205/newlive/live/hls/5/live.m3u8
CCTV5+,http://123.60.109.71:25205/newlive/live/hls/6/live.m3u8
CCTV6,http://123.60.109.71:25205/newlive/live/hls/7/live.m3u8
CCTV7,http://123.60.109.71:25205/newlive/live/hls/8/live.m3u8
CCTV8,http://123.60.109.71:25205/newlive/live/hls/9/live.m3u8
CCTV9,http://123.60.109.71:25205/newlive/live/hls/10/live.m3u8
CCTV10,http://123.60.109.71:25205/newlive/live/hls/11/live.m3u8
CCTV11,http://123.60.109.71:25205/newlive/live/hls/12/live.m3u8
CCTV12,http://123.60.109.71:25205/newlive/live/hls/13/live.m3u8
CCTV13,http://123.60.109.71:25205/newlive/live/hls/14/live.m3u8
CCTV14,http://123.60.109.71:25205/newlive/live/hls/15/live.m3u8
CCTV15,http://123.60.109.71:25205/newlive/live/hls/16/live.m3u8
CCTV16,http://123.60.109.71:25205/newlive/live/hls/17/live.m3u8
东南卫视,http://123.60.109.71:25205/newlive/live/hls/20/live.m3u8
东方卫视,http://123.60.109.71:25205/newlive/live/hls/29/live.m3u8
厦门卫视,http://123.60.109.71:25205/newlive/live/hls/28/live.m3u8
安徽卫视,http://123.60.109.71:25205/newlive/live/hls/40/live.m3u8
山东卫视,http://123.60.109.71:25205/newlive/live/hls/35/live.m3u8
广东卫视,http://123.60.109.71:25205/newlive/live/hls/34/live.m3u8
江苏卫视,http://123.60.109.71:25205/newlive/live/hls/31/live.m3u8
河北卫视,http://123.60.109.71:25205/newlive/live/hls/33/live.m3u8
浙江卫视,http://123.60.109.71:25205/newlive/live/hls/32/live.m3u8
海峡卫视,http://123.60.109.71:25205/newlive/live/hls/27/live.m3u8
深圳卫视,http://123.60.109.71:25205/newlive/live/hls/37/live.m3u8
湖北卫视,http://123.60.109.71:25205/newlive/live/hls/36/live.m3u8
湖南卫视,http://123.60.109.71:25205/newlive/live/hls/30/live.m3u8
贵州卫视,http://123.60.109.71:25205/newlive/live/hls/39/live.m3u8
黑龙江卫视,http://123.60.109.71:25205/newlive/live/hls/38/live.m3u8
CGTN,http://123.60.109.71:25205/newlive/live/hls/18/live.m3u8
福建乡村振兴,http://123.60.109.71:25205/newlive/live/hls/21/live.m3u8
福建少儿,http://123.60.109.71:25205/newlive/live/hls/26/live.m3u8
福建新闻,http://123.60.109.71:25205/newlive/live/hls/22/live.m3u8
福建旅游,http://123.60.109.71:25205/newlive/live/hls/24/live.m3u8
福建电视剧,http://123.60.109.71:25205/newlive/live/hls/23/live.m3u8
福建经济生活,http://123.60.109.71:25205/newlive/live/hls/25/live.m3u8
福建综合,http://123.60.109.71:25205/newlive/live/hls/19/live.m3u8

IPTV-11,#genre#
CCTV1,http://113.90.154.189:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.90.154.189:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.90.154.189:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://113.90.154.189:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://113.90.154.189:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://113.90.154.189:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://113.90.154.189:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://113.90.154.189:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.90.154.189:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://113.90.154.189:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://113.90.154.189:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://113.90.154.189:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://113.90.154.189:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://113.90.154.189:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://113.90.154.189:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://113.90.154.189:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://113.90.154.189:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.90.154.189:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://113.90.154.189:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0

IPTV-12,#genre#
CCTV1,http://123.175.210.125:9003/hls/1/index.m3u8
CCTV2,http://123.175.210.125:9003/hls/2/index.m3u8
CCTV3,http://123.175.210.125:9003/hls/3/index.m3u8
CCTV4,http://123.175.210.125:9003/hls/4/index.m3u8
CCTV5,http://123.175.210.125:9003/hls/5/index.m3u8
CCTV5+,http://123.175.210.125:9003/hls/6/index.m3u8
CCTV6,http://123.175.210.125:9003/hls/7/index.m3u8
CCTV7,http://123.175.210.125:9003/hls/8/index.m3u8
CCTV8,http://123.175.210.125:9003/hls/9/index.m3u8
CCTV9,http://123.175.210.125:9003/hls/10/index.m3u8
CCTV10,http://123.175.210.125:9003/hls/11/index.m3u8
CCTV11,http://123.175.210.125:9003/hls/12/index.m3u8
CCTV12,http://123.175.210.125:9003/hls/13/index.m3u8
CCTV13,http://123.175.210.125:9003/hls/14/index.m3u8
CCTV14,http://123.175.210.125:9003/hls/15/index.m3u8
CCTV15,http://123.175.210.125:9003/hls/16/index.m3u8
CCTV16,http://123.175.210.125:9003/hls/17/index.m3u8
CCTV17,http://123.175.210.125:9003/hls/18/index.m3u8
东方卫视,http://123.175.210.125:9003/hls/23/index.m3u8
内蒙卫视,http://123.175.210.125:9003/hls/38/index.m3u8
北京卫视,http://123.175.210.125:9003/hls/20/index.m3u8
吉林卫视,http://123.175.210.125:9003/hls/34/index.m3u8
宁夏卫视,http://123.175.210.125:9003/hls/39/index.m3u8
安徽卫视,http://123.175.210.125:9003/hls/21/index.m3u8
山东卫视,http://123.175.210.125:9003/hls/41/index.m3u8
广东卫视,http://123.175.210.125:9003/hls/26/index.m3u8
广西卫视,http://123.175.210.125:9003/hls/27/index.m3u8
江苏卫视,http://123.175.210.125:9003/hls/35/index.m3u8
江西卫视,http://123.175.210.125:9003/hls/36/index.m3u8
河北卫视,http://123.175.210.125:9003/hls/29/index.m3u8
河南卫视,http://123.175.210.125:9003/hls/30/index.m3u8
海南卫视,http://123.175.210.125:9003/hls/28/index.m3u8
深圳卫视,http://123.175.210.125:9003/hls/43/index.m3u8
湖北卫视,http://123.175.210.125:9003/hls/32/index.m3u8
湖南卫视,http://123.175.210.125:9003/hls/33/index.m3u8
甘肃卫视,http://123.175.210.125:9003/hls/25/index.m3u8
福建卫视,http://123.175.210.125:9003/hls/24/index.m3u8
辽宁卫视,http://123.175.210.125:9003/hls/37/index.m3u8
陕西卫视,http://123.175.210.125:9003/hls/42/index.m3u8
青海卫视,http://123.175.210.125:9003/hls/40/index.m3u8
黑龙江卫视,http://123.175.210.125:9003/hls/31/index.m3u8

IPTV-13,#genre#
CCTV1,http://182.140.125.47:808/hls/1/index.m3u8
CCTV2,http://182.140.125.47:808/hls/2/index.m3u8
CCTV3,http://182.140.125.47:808/hls/3/index.m3u8
CCTV4,http://182.140.125.47:808/hls/4/index.m3u8
CCTV5,http://182.140.125.47:808/hls/5/index.m3u8
CCTV6,http://182.140.125.47:808/hls/6/index.m3u8
CCTV7,http://182.140.125.47:808/hls/7/index.m3u8
CCTV8,http://182.140.125.47:808/hls/8/index.m3u8
东南卫视,http://182.140.125.47:808/hls/37/index.m3u8
云南卫视,http://182.140.125.47:808/hls/47/index.m3u8
内蒙古卫视,http://182.140.125.47:808/hls/51/index.m3u8
北京卫视,http://182.140.125.47:808/hls/22/index.m3u8
吉林卫视,http://182.140.125.47:808/hls/48/index.m3u8
四川卫视,http://182.140.125.47:808/hls/18/index.m3u8
天津卫视,http://182.140.125.47:808/hls/25/index.m3u8
宁夏卫视,http://182.140.125.47:808/hls/53/index.m3u8
安徽卫视,http://182.140.125.47:808/hls/42/index.m3u8
山东卫视,http://182.140.125.47:808/hls/26/index.m3u8
山西卫视,http://182.140.125.47:808/hls/50/index.m3u8
广东卫视,http://182.140.125.47:808/hls/24/index.m3u8
广西卫视,http://182.140.125.47:808/hls/46/index.m3u8
康巴卫视,http://182.140.125.47:808/hls/35/index.m3u8
新疆卫视,http://182.140.125.47:808/hls/55/index.m3u8
江苏卫视,http://182.140.125.47:808/hls/20/index.m3u8
江西卫视,http://182.140.125.47:808/hls/36/index.m3u8
河北卫视,http://182.140.125.47:808/hls/43/index.m3u8
河南卫视,http://182.140.125.47:808/hls/45/index.m3u8
浙江卫视,http://182.140.125.47:808/hls/21/index.m3u8
深圳卫视,http://182.140.125.47:808/hls/23/index.m3u8
湖北卫视,http://182.140.125.47:808/hls/41/index.m3u8
湖南卫视,http://182.140.125.47:808/hls/19/index.m3u8
甘肃卫视,http://182.140.125.47:808/hls/56/index.m3u8
西藏卫视,http://182.140.125.47:808/hls/54/index.m3u8
贵州卫视,http://182.140.125.47:808/hls/40/index.m3u8
辽宁卫视,http://182.140.125.47:808/hls/44/index.m3u8
重庆卫视,http://182.140.125.47:808/hls/39/index.m3u8
陕西卫视,http://182.140.125.47:808/hls/49/index.m3u8
青海卫视,http://182.140.125.47:808/hls/52/index.m3u8
黑龙江卫视,http://182.140.125.47:808/hls/38/index.m3u8
SCTV2,http://182.140.125.47:808/hls/27/index.m3u8
SCTV3,http://182.140.125.47:808/hls/28/index.m3u8
SCTV4,http://182.140.125.47:808/hls/29/index.m3u8
SCTV5,http://182.140.125.47:808/hls/30/index.m3u8
SCTV6,http://182.140.125.47:808/hls/31/index.m3u8
SCTV7,http://182.140.125.47:808/hls/32/index.m3u8
SCTV科教,http://182.140.125.47:808/hls/33/index.m3u8
四川乡村,http://182.140.125.47:808/hls/34/index.m3u8

IPTV-14,#genre#
CCTV1,http://47.109.52.147:37443/newlive/live/hls/1/live.m3u8
CCTV2,http://47.109.52.147:37443/newlive/live/hls/2/live.m3u8
CCTV3,http://47.109.52.147:37443/newlive/live/hls/3/live.m3u8
CCTV4,http://47.109.52.147:37443/newlive/live/hls/4/live.m3u8
CCTV5,http://47.109.52.147:37443/newlive/live/hls/5/live.m3u8
CCTV5+,http://47.109.52.147:37443/newlive/live/hls/6/live.m3u8
CCTV6,http://47.109.52.147:37443/newlive/live/hls/7/live.m3u8
CCTV7,http://47.109.52.147:37443/newlive/live/hls/8/live.m3u8
CCTV8,http://47.109.52.147:37443/newlive/live/hls/9/live.m3u8
CCTV9,http://47.109.52.147:37443/newlive/live/hls/10/live.m3u8
CCTV10,http://47.109.52.147:37443/newlive/live/hls/11/live.m3u8
CCTV11,http://47.109.52.147:37443/newlive/live/hls/12/live.m3u8
CCTV12,http://47.109.52.147:37443/newlive/live/hls/13/live.m3u8
CCTV13,http://47.109.52.147:37443/newlive/live/hls/14/live.m3u8
CCTV14,http://47.109.52.147:37443/newlive/live/hls/15/live.m3u8
CCTV15,http://47.109.52.147:37443/newlive/live/hls/16/live.m3u8
CCTV16,http://47.109.52.147:37443/newlive/live/hls/17/live.m3u8
东南卫视,http://47.109.52.147:37443/newlive/live/hls/20/live.m3u8
东方卫视,http://47.109.52.147:37443/newlive/live/hls/29/live.m3u8
厦门卫视,http://47.109.52.147:37443/newlive/live/hls/28/live.m3u8
安徽卫视,http://47.109.52.147:37443/newlive/live/hls/40/live.m3u8
山东卫视,http://47.109.52.147:37443/newlive/live/hls/35/live.m3u8
广东卫视,http://47.109.52.147:37443/newlive/live/hls/34/live.m3u8
江苏卫视,http://47.109.52.147:37443/newlive/live/hls/31/live.m3u8
河北卫视,http://47.109.52.147:37443/newlive/live/hls/33/live.m3u8
浙江卫视,http://47.109.52.147:37443/newlive/live/hls/32/live.m3u8
海峡卫视,http://47.109.52.147:37443/newlive/live/hls/27/live.m3u8
深圳卫视,http://47.109.52.147:37443/newlive/live/hls/37/live.m3u8
湖北卫视,http://47.109.52.147:37443/newlive/live/hls/36/live.m3u8
湖南卫视,http://47.109.52.147:37443/newlive/live/hls/30/live.m3u8
贵州卫视,http://47.109.52.147:37443/newlive/live/hls/39/live.m3u8
黑龙江卫视,http://47.109.52.147:37443/newlive/live/hls/38/live.m3u8
CGTN,http://47.109.52.147:37443/newlive/live/hls/18/live.m3u8
福建乡村振兴,http://47.109.52.147:37443/newlive/live/hls/21/live.m3u8
福建少儿,http://47.109.52.147:37443/newlive/live/hls/26/live.m3u8
福建新闻,http://47.109.52.147:37443/newlive/live/hls/22/live.m3u8
福建旅游,http://47.109.52.147:37443/newlive/live/hls/24/live.m3u8
福建电视剧,http://47.109.52.147:37443/newlive/live/hls/23/live.m3u8
福建经济生活,http://47.109.52.147:37443/newlive/live/hls/25/live.m3u8
福建综合,http://47.109.52.147:37443/newlive/live/hls/19/live.m3u8

IPTV-15,#genre#
CCTV1,http://47.109.56.77:37443/newlive/live/hls/1/live.m3u8
CCTV2,http://47.109.56.77:37443/newlive/live/hls/2/live.m3u8
CCTV3,http://47.109.56.77:37443/newlive/live/hls/3/live.m3u8
CCTV4,http://47.109.56.77:37443/newlive/live/hls/4/live.m3u8
CCTV5,http://47.109.56.77:37443/newlive/live/hls/5/live.m3u8
CCTV5+,http://47.109.56.77:37443/newlive/live/hls/6/live.m3u8
CCTV6,http://47.109.56.77:37443/newlive/live/hls/7/live.m3u8
CCTV7,http://47.109.56.77:37443/newlive/live/hls/8/live.m3u8
CCTV8,http://47.109.56.77:37443/newlive/live/hls/9/live.m3u8
CCTV9,http://47.109.56.77:37443/newlive/live/hls/10/live.m3u8
CCTV10,http://47.109.56.77:37443/newlive/live/hls/11/live.m3u8
CCTV11,http://47.109.56.77:37443/newlive/live/hls/12/live.m3u8
CCTV12,http://47.109.56.77:37443/newlive/live/hls/13/live.m3u8
CCTV13,http://47.109.56.77:37443/newlive/live/hls/14/live.m3u8
CCTV14,http://47.109.56.77:37443/newlive/live/hls/15/live.m3u8
CCTV15,http://47.109.56.77:37443/newlive/live/hls/16/live.m3u8
CCTV16,http://47.109.56.77:37443/newlive/live/hls/17/live.m3u8
东南卫视,http://47.109.56.77:37443/newlive/live/hls/20/live.m3u8
东方卫视,http://47.109.56.77:37443/newlive/live/hls/29/live.m3u8
厦门卫视,http://47.109.56.77:37443/newlive/live/hls/28/live.m3u8
安徽卫视,http://47.109.56.77:37443/newlive/live/hls/40/live.m3u8
山东卫视,http://47.109.56.77:37443/newlive/live/hls/35/live.m3u8
广东卫视,http://47.109.56.77:37443/newlive/live/hls/34/live.m3u8
江苏卫视,http://47.109.56.77:37443/newlive/live/hls/31/live.m3u8
河北卫视,http://47.109.56.77:37443/newlive/live/hls/33/live.m3u8
浙江卫视,http://47.109.56.77:37443/newlive/live/hls/32/live.m3u8
海峡卫视,http://47.109.56.77:37443/newlive/live/hls/27/live.m3u8
深圳卫视,http://47.109.56.77:37443/newlive/live/hls/37/live.m3u8
湖北卫视,http://47.109.56.77:37443/newlive/live/hls/36/live.m3u8
湖南卫视,http://47.109.56.77:37443/newlive/live/hls/30/live.m3u8
贵州卫视,http://47.109.56.77:37443/newlive/live/hls/39/live.m3u8
黑龙江卫视,http://47.109.56.77:37443/newlive/live/hls/38/live.m3u8
CGTN,http://47.109.56.77:37443/newlive/live/hls/18/live.m3u8
福建乡村振兴,http://47.109.56.77:37443/newlive/live/hls/21/live.m3u8
福建少儿,http://47.109.56.77:37443/newlive/live/hls/26/live.m3u8
福建新闻,http://47.109.56.77:37443/newlive/live/hls/22/live.m3u8
福建旅游,http://47.109.56.77:37443/newlive/live/hls/24/live.m3u8
福建电视剧,http://47.109.56.77:37443/newlive/live/hls/23/live.m3u8
福建经济生活,http://47.109.56.77:37443/newlive/live/hls/25/live.m3u8
福建综合,http://47.109.56.77:37443/newlive/live/hls/19/live.m3u8

IPTV-16,#genre#
CCTV1,http://120.202.73.48:8888/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://120.202.73.48:8888/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://120.202.73.48:8888/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://120.202.73.48:8888/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://120.202.73.48:8888/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://120.202.73.48:8888/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://120.202.73.48:8888/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://120.202.73.48:8888/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://120.202.73.48:8888/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://120.202.73.48:8888/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://120.202.73.48:8888/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://120.202.73.48:8888/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://120.202.73.48:8888/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://120.202.73.48:8888/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://120.202.73.48:8888/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://120.202.73.48:8888/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://120.202.73.48:8888/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://120.202.73.48:8888/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://120.202.73.48:8888/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://120.202.73.48:8888/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://120.202.73.48:8888/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://120.202.73.48:8888/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://120.202.73.48:8888/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://120.202.73.48:8888/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://120.202.73.48:8888/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
