IPTV-1,#genre#
福建少儿,http://49.0.252.39:12351/newlive/live/hls/26/live.m3u8
福建新闻,http://49.0.252.39:12351/newlive/live/hls/22/live.m3u8
福建旅游,http://49.0.252.39:12351/newlive/live/hls/24/live.m3u8
福建电视剧,http://49.0.252.39:12351/newlive/live/hls/23/live.m3u8
福建经济生活,http://49.0.252.39:12351/newlive/live/hls/25/live.m3u8
福建综合,http://49.0.252.39:12351/newlive/live/hls/19/live.m3u8

IPTV-3,#genre#
CCTV1,http://49.0.253.51:12322/newlive/live/hls/1/live.m3u8
CCTV1,http://49.0.253.51:11010/newlive/live/hls/1/live.m3u8
CCTV2,http://49.0.253.51:12322/newlive/live/hls/2/live.m3u8
CCTV2,http://49.0.253.51:11010/newlive/live/hls/2/live.m3u8
CCTV3,http://49.0.253.51:12322/newlive/live/hls/3/live.m3u8
CCTV3,http://49.0.253.51:11010/newlive/live/hls/3/live.m3u8
CCTV4,http://49.0.253.51:12322/newlive/live/hls/4/live.m3u8
CCTV4,http://49.0.253.51:11010/newlive/live/hls/4/live.m3u8
CCTV5,http://49.0.253.51:12322/newlive/live/hls/5/live.m3u8
CCTV5,http://49.0.253.51:11010/newlive/live/hls/5/live.m3u8
CCTV5+,http://49.0.253.51:12322/newlive/live/hls/6/live.m3u8
CCTV5+,http://49.0.253.51:11010/newlive/live/hls/6/live.m3u8
CCTV6,http://49.0.253.51:12322/newlive/live/hls/7/live.m3u8
CCTV6,http://49.0.253.51:11010/newlive/live/hls/7/live.m3u8
CCTV7,http://49.0.253.51:12322/newlive/live/hls/8/live.m3u8
CCTV7,http://49.0.253.51:11010/newlive/live/hls/8/live.m3u8
CCTV8,http://49.0.253.51:12322/newlive/live/hls/9/live.m3u8
CCTV8,http://49.0.253.51:11010/newlive/live/hls/9/live.m3u8
CCTV9,http://49.0.253.51:12322/newlive/live/hls/10/live.m3u8
CCTV9,http://49.0.253.51:11010/newlive/live/hls/10/live.m3u8
CCTV10,http://49.0.253.51:12322/newlive/live/hls/11/live.m3u8
CCTV10,http://49.0.253.51:11010/newlive/live/hls/11/live.m3u8
CCTV11,http://49.0.253.51:12322/newlive/live/hls/12/live.m3u8
CCTV11,http://49.0.253.51:11010/newlive/live/hls/12/live.m3u8
CCTV12,http://49.0.253.51:12322/newlive/live/hls/13/live.m3u8
CCTV12,http://49.0.253.51:11010/newlive/live/hls/13/live.m3u8
CCTV13,http://49.0.253.51:12322/newlive/live/hls/14/live.m3u8
CCTV13,http://49.0.253.51:11010/newlive/live/hls/14/live.m3u8
CCTV14,http://49.0.253.51:12322/newlive/live/hls/15/live.m3u8
CCTV14,http://49.0.253.51:11010/newlive/live/hls/15/live.m3u8
CCTV15,http://49.0.253.51:12322/newlive/live/hls/16/live.m3u8
CCTV15,http://49.0.253.51:11010/newlive/live/hls/16/live.m3u8
CCTV16,http://49.0.253.51:12322/newlive/live/hls/17/live.m3u8
CCTV16,http://49.0.253.51:11010/newlive/live/hls/17/live.m3u8
东南卫视,http://49.0.253.51:12322/newlive/live/hls/20/live.m3u8
东南卫视,http://49.0.253.51:11010/newlive/live/hls/20/live.m3u8
东方卫视,http://49.0.253.51:12322/newlive/live/hls/29/live.m3u8
东方卫视,http://49.0.253.51:11010/newlive/live/hls/29/live.m3u8
厦门卫视,http://49.0.253.51:12322/newlive/live/hls/28/live.m3u8
厦门卫视,http://49.0.253.51:11010/newlive/live/hls/28/live.m3u8
安徽卫视,http://49.0.253.51:12322/newlive/live/hls/40/live.m3u8
安徽卫视,http://49.0.253.51:11010/newlive/live/hls/40/live.m3u8
山东卫视,http://49.0.253.51:12322/newlive/live/hls/35/live.m3u8
山东卫视,http://49.0.253.51:11010/newlive/live/hls/35/live.m3u8
广东卫视,http://49.0.253.51:12322/newlive/live/hls/34/live.m3u8
广东卫视,http://49.0.253.51:11010/newlive/live/hls/34/live.m3u8
江苏卫视,http://49.0.253.51:12322/newlive/live/hls/31/live.m3u8
江苏卫视,http://49.0.253.51:11010/newlive/live/hls/31/live.m3u8
河北卫视,http://49.0.253.51:12322/newlive/live/hls/33/live.m3u8
河北卫视,http://49.0.253.51:11010/newlive/live/hls/33/live.m3u8
浙江卫视,http://49.0.253.51:12322/newlive/live/hls/32/live.m3u8
浙江卫视,http://49.0.253.51:11010/newlive/live/hls/32/live.m3u8
海峡卫视,http://49.0.253.51:12322/newlive/live/hls/27/live.m3u8
海峡卫视,http://49.0.253.51:11010/newlive/live/hls/27/live.m3u8
深圳卫视,http://49.0.253.51:12322/newlive/live/hls/37/live.m3u8
深圳卫视,http://49.0.253.51:11010/newlive/live/hls/37/live.m3u8
湖北卫视,http://49.0.253.51:12322/newlive/live/hls/36/live.m3u8
湖北卫视,http://49.0.253.51:11010/newlive/live/hls/36/live.m3u8
湖南卫视,http://49.0.253.51:12322/newlive/live/hls/30/live.m3u8
湖南卫视,http://49.0.253.51:11010/newlive/live/hls/30/live.m3u8
贵州卫视,http://49.0.253.51:12322/newlive/live/hls/39/live.m3u8
贵州卫视,http://49.0.253.51:11010/newlive/live/hls/39/live.m3u8
黑龙江卫视,http://49.0.253.51:12322/newlive/live/hls/38/live.m3u8
黑龙江卫视,http://49.0.253.51:11010/newlive/live/hls/38/live.m3u8
CGTN,http://49.0.253.51:12322/newlive/live/hls/18/live.m3u8
CGTN,http://49.0.253.51:11010/newlive/live/hls/18/live.m3u8
福建乡村振兴,http://49.0.253.51:12322/newlive/live/hls/21/live.m3u8
福建乡村振兴,http://49.0.253.51:11010/newlive/live/hls/21/live.m3u8
福建少儿,http://49.0.253.51:12322/newlive/live/hls/26/live.m3u8
福建少儿,http://49.0.253.51:11010/newlive/live/hls/26/live.m3u8
福建新闻,http://49.0.253.51:12322/newlive/live/hls/22/live.m3u8
福建新闻,http://49.0.253.51:11010/newlive/live/hls/22/live.m3u8
福建旅游,http://49.0.253.51:12322/newlive/live/hls/24/live.m3u8
福建旅游,http://49.0.253.51:11010/newlive/live/hls/24/live.m3u8
福建电视剧,http://49.0.253.51:12322/newlive/live/hls/23/live.m3u8
福建电视剧,http://49.0.253.51:11010/newlive/live/hls/23/live.m3u8
福建经济生活,http://49.0.253.51:12322/newlive/live/hls/25/live.m3u8
福建经济生活,http://49.0.253.51:11010/newlive/live/hls/25/live.m3u8
福建综合,http://49.0.253.51:12322/newlive/live/hls/19/live.m3u8
福建综合,http://49.0.253.51:11010/newlive/live/hls/19/live.m3u8

IPTV-4,#genre#
CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://221.7.175.154:8445/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://221.7.175.154:8445/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://221.7.175.154:8445/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.7.175.154:8445/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://221.7.175.154:8445/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://221.7.175.154:8445/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://221.7.175.154:8445/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://221.7.175.154:8445/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://221.7.175.154:8445/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://221.7.175.154:8445/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://221.7.175.154:8445/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.7.175.154:8445/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://221.7.175.154:8445/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV少儿,http://221.7.175.154:8445/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://221.7.175.154:8445/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://221.7.175.154:8445/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://221.7.175.154:8445/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://221.7.175.154:8445/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://221.7.175.154:8445/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://221.7.175.154:8445/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://221.7.175.154:8445/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://221.7.175.154:8445/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://221.7.175.154:8445/tsfile/live/0113_2.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://221.7.175.154:8445/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://221.7.175.154:8445/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://221.7.175.154:8445/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://221.7.175.154:8445/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://221.7.175.154:8445/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://221.7.175.154:8445/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://221.7.175.154:8445/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://221.7.175.154:8445/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://221.7.175.154:8445/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://221.7.175.154:8445/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://221.7.175.154:8445/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://221.7.175.154:8445/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://221.7.175.154:8445/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰影视,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
北海经济科教,http://221.7.175.154:8445/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷卡通,http://221.7.175.154:8445/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://221.7.175.154:8445/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://221.7.175.154:8445/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://221.7.175.154:8445/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://221.7.175.154:8445/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
强盛城市海岸,http://221.7.175.154:8445/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
网络棋牌,http://221.7.175.154:8445/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://221.7.175.154:8445/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://221.7.175.154:8445/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0

IPTV-5,#genre#
CCTV1,http://139.227.21.22:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://139.227.21.22:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://139.227.21.22:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://139.227.21.22:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://139.227.21.22:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://139.227.21.22:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://139.227.21.22:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://139.227.21.22:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://139.227.21.22:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://139.227.21.22:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://139.227.21.22:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://139.227.21.22:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://139.227.21.22:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://139.227.21.22:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://139.227.21.22:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://139.227.21.22:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://139.227.21.22:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://139.227.21.22:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://139.227.21.22:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://139.227.21.22:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://139.227.21.22:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://139.227.21.22:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://139.227.21.22:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://139.227.21.22:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://139.227.21.22:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://139.227.21.22:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://139.227.21.22:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://139.227.21.22:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://139.227.21.22:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://139.227.21.22:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://139.227.21.22:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://139.227.21.22:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://139.227.21.22:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://139.227.21.22:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://139.227.21.22:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
CGTN,http://139.227.21.22:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://139.227.21.22:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
少儿,http://139.227.21.22:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
新闻综合,http://139.227.21.22:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
第一财经,http://139.227.21.22:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0

IPTV-6,#genre#
CCTV1,http://60.8.75.178:9002/hls/1/index.m3u8
CCTV2,http://60.8.75.178:9002/hls/2/index.m3u8
CCTV3,http://60.8.75.178:9002/hls/3/index.m3u8
CCTV4,http://60.8.75.178:9002/hls/4/index.m3u8
CCTV5,http://60.8.75.178:9002/hls/7/index.m3u8
CCTV5+,http://60.8.75.178:9002/hls/17/index.m3u8
CCTV6,http://60.8.75.178:9002/hls/6/index.m3u8
CCTV7,http://60.8.75.178:9002/hls/9/index.m3u8
CCTV8,http://60.8.75.178:9002/hls/8/index.m3u8
CCTV9,http://60.8.75.178:9002/hls/51/index.m3u8
CCTV10,http://60.8.75.178:9002/hls/10/index.m3u8
CCTV11,http://60.8.75.178:9002/hls/11/index.m3u8
CCTV12,http://60.8.75.178:9002/hls/12/index.m3u8
CCTV13,http://60.8.75.178:9002/hls/13/index.m3u8
CCTV14,http://60.8.75.178:9002/hls/14/index.m3u8
CCTV15,http://60.8.75.178:9002/hls/15/index.m3u8
东南卫视,http://60.8.75.178:9002/hls/29/index.m3u8
东方卫视,http://60.8.75.178:9002/hls/41/index.m3u8
云南卫视,http://60.8.75.178:9002/hls/33/index.m3u8
内蒙古卫视,http://60.8.75.178:9002/hls/48/index.m3u8
北京卫视,http://60.8.75.178:9002/hls/22/index.m3u8
吉林卫视,http://60.8.75.178:9002/hls/45/index.m3u8
四川卫视,http://60.8.75.178:9002/hls/36/index.m3u8
天津卫视,http://60.8.75.178:9002/hls/23/index.m3u8
安徽卫视,http://60.8.75.178:9002/hls/28/index.m3u8
山东卫视,http://60.8.75.178:9002/hls/32/index.m3u8
山西卫视,http://60.8.75.178:9002/hls/47/index.m3u8
广东卫视,http://60.8.75.178:9002/hls/43/index.m3u8
广西卫视,http://60.8.75.178:9002/hls/44/index.m3u8
江苏卫视,http://60.8.75.178:9002/hls/27/index.m3u8
江西卫视,http://60.8.75.178:9002/hls/37/index.m3u8
河北卫视,http://60.8.75.178:9002/hls/18/index.m3u8
河南卫视,http://60.8.75.178:9002/hls/34/index.m3u8
浙江卫视,http://60.8.75.178:9002/hls/26/index.m3u8
深圳卫视,http://60.8.75.178:9002/hls/39/index.m3u8
湖北卫视,http://60.8.75.178:9002/hls/40/index.m3u8
湖南卫视,http://60.8.75.178:9002/hls/30/index.m3u8
贵州卫视,http://60.8.75.178:9002/hls/38/index.m3u8
辽宁卫视,http://60.8.75.178:9002/hls/31/index.m3u8
重庆卫视,http://60.8.75.178:9002/hls/42/index.m3u8
陕西卫视,http://60.8.75.178:9002/hls/46/index.m3u8
青海卫视,http://60.8.75.178:9002/hls/49/index.m3u8
黑龙江卫视,http://60.8.75.178:9002/hls/35/index.m3u8
CGTN,http://60.8.75.178:9002/hls/16/index.m3u8
张家口公共,http://60.8.75.178:9002/hls/21/index.m3u8
张家口新闻,http://60.8.75.178:9002/hls/20/index.m3u8
河北经济生活,http://60.8.75.178:9002/hls/19/index.m3u8

IPTV-7,#genre#
CCTV1,http://218.1.138.153:9003/hls/1/index.m3u8
CCTV2,http://218.1.138.153:9003/hls/2/index.m3u8
CCTV3,http://218.1.138.153:9003/hls/3/index.m3u8
CCTV4中文国,http://218.1.138.153:9003/hls/4/index.m3u8
CCTV5,http://218.1.138.153:9003/hls/5/index.m3u8
CCTV6,http://218.1.138.153:9003/hls/6/index.m3u8
CCTV7国防军,http://218.1.138.153:9003/hls/7/index.m3u8
CCTV8,http://218.1.138.153:9003/hls/8/index.m3u8
CCTV9,http://218.1.138.153:9003/hls/9/index.m3u8
CCTV10,http://218.1.138.153:9003/hls/10/index.m3u8
CCTV11,http://218.1.138.153:9003/hls/11/index.m3u8
CCTV12社会法,http://218.1.138.153:9003/hls/12/index.m3u8
CCTV13,http://218.1.138.153:9003/hls/13/index.m3u8
东南卫视,http://218.1.138.153:9003/hls/36/index.m3u8
东方卫视,http://218.1.138.153:9003/hls/14/index.m3u8
北京卫视,http://218.1.138.153:9003/hls/20/index.m3u8
四川卫视,http://218.1.138.153:9003/hls/22/index.m3u8
天津卫视,http://218.1.138.153:9003/hls/23/index.m3u8
安徽卫视,http://218.1.138.153:9003/hls/24/index.m3u8
山东卫视,http://218.1.138.153:9003/hls/25/index.m3u8
山西卫视,http://218.1.138.153:9003/hls/35/index.m3u8
广东卫视,http://218.1.138.153:9003/hls/26/index.m3u8
广西卫视,http://218.1.138.153:9003/hls/27/index.m3u8
江苏卫视,http://218.1.138.153:9003/hls/28/index.m3u8
江西卫视,http://218.1.138.153:9003/hls/29/index.m3u8
河北卫视,http://218.1.138.153:9003/hls/30/index.m3u8
河南卫视,http://218.1.138.153:9003/hls/31/index.m3u8
浙江卫视,http://218.1.138.153:9003/hls/32/index.m3u8
深圳卫视,http://218.1.138.153:9003/hls/33/index.m3u8
湖北卫视,http://218.1.138.153:9003/hls/34/index.m3u8
湖南卫视,http://218.1.138.153:9003/hls/21/index.m3u8
贵州卫视,http://218.1.138.153:9003/hls/37/index.m3u8
辽宁卫视,http://218.1.138.153:9003/hls/38/index.m3u8
黑龙江卫视,http://218.1.138.153:9003/hls/40/index.m3u8
上海新闻,http://218.1.138.153:9003/hls/18/index.m3u8
东方财经,http://218.1.138.153:9003/hls/17/index.m3u8
五星体育,http://218.1.138.153:9003/hls/16/index.m3u8
法治天地,http://218.1.138.153:9003/hls/19/index.m3u8
第一财经,http://218.1.138.153:9003/hls/15/index.m3u8

IPTV-8,#genre#
CCTV1,http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8
CCTV2,http://221.226.51.220:50081/newlive/live/hls/2/live.m3u8
CCTV3,http://221.226.51.220:50081/newlive/live/hls/3/live.m3u8
CCTV4,http://221.226.51.220:50081/newlive/live/hls/4/live.m3u8
CCTV5,http://221.226.51.220:50081/newlive/live/hls/5/live.m3u8
CCTV5+,http://221.226.51.220:50081/newlive/live/hls/6/live.m3u8
CCTV6,http://221.226.51.220:50081/newlive/live/hls/7/live.m3u8
CCTV7,http://221.226.51.220:50081/newlive/live/hls/8/live.m3u8
